item_id,section_id,brand_id,ref_price,avg_price,min_price,max_price,amount
62,45,7,9.9,9.89,9.82,9.9,3.11
63,45,7,8.99,8.28,6.99,8.99,68.38
64,45,7,4.59,4.36,1.98,6.0,18961.45
65,45,7,4.99,2.52,1.19,5.52,6906.74
66,45,8,1.49,1.49,1.49,1.49,4316.53
67,45,7,1.79,2.38,0.79,4.0,2673.88
68,45,7,3.99,4.42,3.98,5.5,499.94
69,45,8,4.29,4.02,3.49,4.29,650.98
70,39,10,15.9,15.9,15.9,15.9,1462.8
71,45,8,2.69,1.99,0.69,2.69,1955.86
72,44,11,23.9,23.9,23.88,23.9,15.29
73,45,8,1.99,1.86,1.29,2.19,581.78
74,45,8,2.69,2.61,2.29,2.69,258.31
75,45,7,8.9,7.36,6.8,8.9,364.87
76,45,7,8.99,8.99,8.99,8.99,49.05
77,45,7,7.99,6.79,2.98,8.99,986.04
78,45,7,2.99,2.99,2.99,2.99,511.65
79,45,7,9.9,9.9,9.89,9.92,352.8
80,45,7,4.99,5.9,3.99,7.9,724.58
81,45,7,3.99,3.17,2.98,3.49,725.45
82,45,7,2.29,1.43,0.89,2.2,8557.54
83,45,7,2.99,5.86,2.47,9.88,6817.19
84,45,7,8.9,9.96,8.89,16.9,1478.37
85,45,7,5.99,4.22,0.99,6.49,8572.08
86,45,7,4.99,6.17,5.98,6.81,3272.91
87,45,7,4.99,5.18,2.99,6.99,4602.03
88,48,12,11.9,11.9,11.9,11.9,1285.2
89,48,12,8.99,8.99,8.99,8.99,2822.86
90,45,7,4.49,2.4,1.49,8.99,4758.37
91,45,7,5.99,4.25,1.99,6.0,4914.92
92,45,7,8.9,8.08,4.98,11.99,3116.56
93,45,7,5.99,4.71,3.89,4.99,103.64
94,45,7,1.89,1.6,0.99,1.89,3741.63
95,45,7,5.99,3.46,1.89,5.49,1515.04
96,45,7,6.99,5.24,3.49,6.99,544.96
97,45,7,4.99,4.32,3.98,6.0,1767.65
98,45,7,1.69,2.19,2.19,2.19,116.88
99,45,7,7.9,3.62,1.99,5.99,5520.6
100,45,7,8.99,5.0,3.98,8.99,1276.9
101,45,8,2.29,2.29,2.29,2.29,73.28
102,45,7,19.9,7.59,6.99,19.9,143.69
103,45,13,5.9,4.91,3.69,5.9,15301.57
104,43,15,22.9,22.19,16.9,22.99,12167.88
105,45,7,5.99,3.58,1.79,5.0,1573.7
106,45,7,2.99,2.67,0.89,4.9,1121.56
107,45,7,9.9,9.9,8.1,10.9,1741.83
108,45,7,4.99,7.85,4.99,7.91,408.3
109,45,7,7.99,6.42,3.99,9.99,3972.62
110,45,7,19.9,13.92,12.88,14.9,356.29
111,45,7,13.9,14.97,6.89,19.91,526.25
112,45,7,5.9,5.75,2.59,6.5,1190.33
113,45,7,9.9,11.9,11.9,11.9,79.55
114,45,7,2.59,3.81,1.49,5.89,508.75
115,45,7,8.9,13.9,9.88,15.9,116.11
116,45,8,2.99,2.99,2.99,2.99,107.64
117,45,8,2.59,2.6,2.59,2.99,220.95
118,45,8,3.99,3.99,3.99,3.99,19.95
119,45,8,4.59,3.28,1.99,3.79,1677.83
120,45,8,2.79,2.8,2.79,2.99,939.44
121,45,8,1.79,1.69,1.49,1.98,2133.95
122,45,7,5.99,3.18,1.99,5.99,675.06
123,45,7,7.99,3.09,1.89,5.99,11617.82
124,45,7,7.99,3.39,1.67,8.0,6294.03
125,45,7,9.9,9.9,9.9,9.9,10.0
126,45,7,10.9,10.9,10.9,10.91,118.75
127,45,7,9.9,9.9,9.9,9.9,21.58
128,45,7,8.9,10.78,6.99,11.91,289.87
129,48,14,4.99,5.35,4.49,15.0,6301.73
130,48,14,13.9,13.89,12.9,13.92,1740.03
131,48,14,2.49,2.79,2.49,2.9,1869.55
132,48,14,10.9,9.6,5.88,12.0,82108.17
133,43,20,31.9,31.9,31.87,31.92,1192.29
134,48,14,34.9,32.02,26.9,34.93,804.11
135,43,19,31.9,31.84,19.88,31.99,16321.89
136,43,15,9.9,10.01,9.87,22.99,222.83
137,43,20,54.9,54.9,54.9,54.9,36.34
138,43,19,13.9,13.95,12.99,25.99,361.31
139,47,19,54.9,67.9,67.9,67.9,407.4
140,48,25,3.9,3.64,2.9,3.99,6936.53
141,38,26,5.69,5.69,5.69,5.69,153.63
142,38,26,4.69,4.69,4.69,4.69,93.8
143,43,15,10.99,9.92,7.29,11.01,10191.58
144,49,27,1.89,1.89,1.89,1.89,5.67
145,48,14,12.9,12.9,12.83,12.95,261.18
146,49,28,4.99,5.03,4.99,5.49,60.38
147,49,28,4.49,4.58,4.49,4.99,133.21
148,49,29,8.99,8.99,8.99,8.99,44.95
149,49,29,9.49,9.49,9.49,9.49,66.43
150,49,29,9.49,9.49,9.49,9.49,18.98
151,49,29,9.49,9.49,9.49,9.49,66.43
152,49,28,7.99,7.34,5.99,8.29,227.39
153,49,31,4.39,4.39,4.39,4.39,87.8
154,49,31,7.59,7.59,7.59,7.59,121.44
155,49,31,6.69,6.69,6.69,6.69,53.52
156,49,32,6.49,6.49,6.49,6.49,58.41
157,49,33,4.99,6.99,6.99,6.99,160.77
158,49,34,15.99,15.99,15.99,15.99,15.99
159,49,29,11.99,11.99,11.99,11.99,23.98
160,49,29,10.9,11.19,11.19,11.19,89.52
161,49,35,14.9,14.9,14.9,14.9,29.8
162,49,35,14.9,14.9,14.9,14.9,59.6
163,49,35,14.9,14.9,14.9,14.9,14.9
164,49,35,14.9,14.9,14.9,14.9,29.8
165,49,37,9.9,7.69,5.99,8.99,253.69
166,49,29,6.89,6.89,6.89,6.89,75.79
167,49,29,6.89,6.89,6.89,6.89,186.03
168,49,29,6.89,6.89,6.89,6.89,137.8
169,49,29,6.89,6.89,6.89,6.89,117.13
170,49,29,6.89,6.89,6.89,6.89,41.34
171,49,38,4.99,5.0,4.99,5.29,290.02
172,49,38,4.99,5.0,4.99,5.29,200.2
173,49,38,4.99,4.99,4.99,4.99,199.6
174,49,39,10.9,11.7,11.7,11.7,58.5
175,49,39,10.9,11.7,11.7,11.7,23.4
176,49,40,1.29,1.29,1.19,1.39,42.67
177,49,40,1.29,1.29,1.29,1.29,43.86
178,49,40,1.29,1.29,1.29,1.29,39.99
179,49,40,1.79,1.88,1.79,2.49,65.75
180,49,40,1.79,1.86,1.79,2.49,104.14
181,49,40,1.79,1.82,1.79,2.19,90.9
182,49,40,1.79,1.89,1.79,2.49,121.06
183,49,40,1.79,1.88,1.79,2.49,90.22
184,49,40,1.79,1.88,1.79,2.49,79.08
185,49,41,3.99,3.99,3.99,3.99,63.84
186,49,41,3.99,3.99,3.99,3.99,23.94
187,49,42,2.99,2.88,2.69,2.99,158.45
188,49,43,2.69,2.69,2.69,2.69,10.76
189,49,44,1.99,1.22,1.09,1.49,149.42
190,49,44,2.79,2.79,2.79,2.79,2.79
191,49,45,9.9,9.9,9.9,9.9,29.7
192,49,45,9.9,9.9,9.9,9.9,9.9
193,49,46,8.99,8.99,8.99,8.99,116.87
194,49,46,4.99,4.99,4.99,4.99,114.77
195,49,47,7.99,7.29,7.29,7.29,7.29
196,49,47,7.99,7.94,7.29,7.99,103.17
197,49,47,7.99,7.93,7.29,7.99,95.18
198,49,48,2.99,3.05,2.69,3.99,436.49
199,49,48,3.49,3.24,2.99,3.49,450.61
200,49,48,3.49,3.41,2.99,3.49,360.94
201,49,48,6.49,6.86,6.49,7.59,205.7
202,49,48,6.49,6.98,6.49,7.59,251.14
203,49,49,7.98,8.47,6.29,11.9,93.12
204,49,49,7.98,10.54,7.99,12.9,52.68
205,49,50,3.69,3.69,3.69,3.69,47.97
206,49,49,7.98,8.19,6.29,11.9,204.76
207,49,50,4.59,4.05,3.99,4.59,81.0
208,49,51,3.99,3.99,3.99,3.99,79.8
209,49,51,3.99,3.99,3.99,3.99,91.77
210,49,49,7.98,7.55,6.29,7.99,120.74
211,49,51,2.99,2.99,2.99,2.99,209.3
212,49,51,1.99,1.99,1.99,1.99,71.64
213,49,49,12.9,12.9,12.9,12.9,38.7
214,49,48,5.99,6.99,6.99,6.99,62.91
215,49,48,5.99,6.99,6.99,6.99,6.99
216,49,48,5.99,6.99,6.99,6.99,62.91
217,49,49,12.9,12.94,12.9,13.19,284.67
218,49,47,6.79,13.9,13.9,13.9,111.2
219,49,47,6.79,13.9,13.9,13.9,13.9
220,49,52,19.9,19.9,19.9,19.9,19.9
221,49,53,5.99,5.99,5.99,5.99,23.96
222,49,54,3.99,3.63,3.49,3.99,25.43
223,49,47,6.9,6.9,6.9,6.9,41.4
224,49,47,6.9,6.9,6.9,6.9,172.5
225,46,52,9.9,9.03,7.29,9.9,54.18
226,49,57,3.99,3.99,3.99,3.99,39.9
227,49,34,10.9,10.9,10.9,10.9,174.4
228,49,34,4.99,5.0,4.99,5.29,294.71
229,49,61,4.29,3.79,2.99,4.29,41.69
230,49,34,16.9,18.02,16.9,19.9,144.2
232,49,34,9.9,11.9,11.9,11.9,35.7
233,49,63,16.9,16.9,16.9,16.9,67.6
234,49,64,14.99,14.23,11.59,14.99,128.11
235,49,48,6.49,6.87,6.49,7.29,447.05
236,47,65,6.49,6.75,6.49,7.99,891.18
237,47,65,5.99,6.65,5.9,9.99,684.59
238,47,65,6.99,7.11,5.19,9.99,142.2
239,47,65,8.99,8.99,8.99,8.99,134.85
240,47,65,8.69,8.86,7.99,9.99,595.83
241,49,48,10.9,11.47,10.9,14.9,80.3
242,47,65,6.99,7.2,6.99,9.99,410.43
243,47,65,6.49,6.66,6.49,7.99,586.12
244,47,67,5.25,5.25,5.25,5.25,162.75
245,47,67,5.25,4.9,4.9,4.9,14.7
246,47,67,5.69,5.73,5.69,5.99,45.82
247,47,67,5.69,5.64,4.29,5.99,129.77
248,47,67,5.69,5.64,4.29,5.99,270.62
249,47,67,5.69,5.58,4.29,5.99,535.34
250,47,67,9.79,9.79,9.79,9.79,381.81
251,47,67,5.35,5.35,5.35,5.35,144.45
252,47,67,5.35,5.35,5.35,5.35,181.9
253,47,68,6.99,6.99,6.99,6.99,1188.3
254,47,68,6.99,6.99,6.99,6.99,678.03
255,47,65,6.49,6.1,5.99,6.99,749.77
256,47,65,3.49,3.49,3.49,3.49,69.8
257,47,65,3.49,3.49,3.49,3.49,62.82
258,47,65,3.49,3.49,3.49,3.49,90.74
259,47,69,2.49,2.23,1.69,2.99,262.82
260,47,69,2.49,2.23,1.69,2.99,369.94
261,47,69,2.49,2.26,1.69,2.99,269.21
262,47,69,2.49,2.26,1.69,2.99,551.06
263,47,69,2.49,2.16,1.69,2.99,378.05
264,47,70,2.59,2.41,1.99,2.69,406.51
265,47,70,2.69,2.56,1.99,2.99,744.91
266,47,70,3.49,3.5,3.49,3.99,171.51
267,47,72,1.49,1.54,1.49,1.99,201.49
268,47,72,1.49,1.58,1.49,1.69,85.06
269,47,73,7.89,7.98,6.99,9.12,655.01
270,47,73,7.49,8.13,6.99,8.89,634.52
271,47,74,2.19,1.67,1.39,1.99,1541.66
272,47,74,2.19,1.61,1.39,1.99,602.06
273,47,74,2.19,1.66,1.39,1.99,2233.38
274,47,74,2.19,1.66,1.39,1.99,1745.38
275,47,73,2.89,2.41,1.99,2.59,654.29
276,47,73,3.99,2.29,2.29,2.29,341.21
277,47,73,4.19,2.11,1.99,4.19,301.51
278,47,73,4.49,2.34,2.29,2.59,402.48
279,47,75,3.89,3.7,2.99,3.89,544.13
280,47,73,3.99,2.88,1.99,3.99,397.62
281,47,76,3.89,4.0,3.29,4.59,267.7
282,47,73,4.89,5.72,3.99,5.88,200.13
283,47,76,3.89,3.96,3.29,4.59,860.23
284,47,73,4.89,5.99,5.99,5.99,347.42
285,47,73,7.49,5.48,4.49,6.99,2167.15
286,47,73,3.69,4.3,3.99,4.49,744.57
288,47,73,3.29,3.59,3.39,3.99,43.08
289,47,73,3.29,3.93,3.39,3.99,149.22
290,47,73,7.89,6.52,4.99,7.49,905.61
291,47,73,4.99,5.37,4.99,6.99,541.99
292,40,77,3.99,5.66,1.99,6.99,84.85
293,40,73,5.59,3.49,3.49,3.49,369.94
294,47,80,12.9,12.9,12.9,12.9,309.6
295,47,81,4.29,4.19,3.49,4.59,733.15
296,47,82,2.99,2.99,2.99,3.39,290.43
297,47,84,1.99,1.97,1.69,1.99,37.51
298,47,84,1.99,1.99,1.99,1.99,109.45
299,47,84,1.99,1.98,1.59,1.99,132.63
300,40,85,5.99,5.08,4.29,6.99,320.07
301,47,84,1.99,1.98,1.59,1.99,1604.91
302,47,84,1.99,1.99,1.69,1.99,375.21
303,40,80,4.99,4.82,3.29,6.17,2186.14
304,40,80,4.99,5.03,3.29,6.59,1463.31
305,40,80,37.9,32.76,19.9,37.9,229.3
306,40,80,37.9,37.9,37.9,37.9,75.8
307,47,68,3.99,3.99,3.99,3.99,410.97
308,50,86,13.9,12.1,8.9,13.9,616.68
309,50,86,13.9,12.29,9.29,13.9,221.16
310,50,88,18.9,16.2,12.9,18.9,324.0
311,49,49,12.9,12.35,10.15,12.9,123.5
312,49,60,4.99,4.99,4.99,4.99,74.85
313,49,60,5.69,5.69,5.69,5.69,22.76
314,47,72,1.29,1.29,1.29,1.29,252.84
315,49,90,9.9,9.9,9.9,9.9,79.2
316,47,91,6.49,6.32,5.99,6.49,562.18
317,47,93,2.25,2.04,1.89,2.25,28.62
318,47,93,2.25,2.25,2.25,2.25,69.75
319,47,93,2.25,2.21,1.89,2.25,19.89
320,47,94,14.9,14.9,14.9,14.9,253.3
321,47,93,2.25,2.27,2.25,2.49,72.48
322,47,96,2.99,2.99,2.99,2.99,23.92
323,47,96,2.99,2.99,2.99,2.99,47.84
324,47,96,2.99,2.99,2.99,2.99,26.91
325,47,96,2.99,1.76,0.9,2.99,29.93
326,47,96,2.99,2.99,2.99,2.99,11.96
327,47,97,6.99,6.99,6.99,6.99,41.94
328,47,94,7.99,7.99,7.99,7.99,135.83
329,47,98,2.79,2.58,2.29,2.99,311.59
330,47,98,4.99,5.06,4.99,5.19,308.39
331,47,99,3.49,2.95,2.19,3.49,168.43
332,47,100,3.49,3.49,3.49,3.49,41.88
333,47,101,9.9,8.58,5.59,9.9,308.99
334,47,102,2.89,2.47,2.39,2.49,76.49
335,47,103,2.99,3.79,3.79,3.79,166.76
336,47,104,2.49,2.95,2.59,3.49,29.5
337,47,104,2.49,2.59,2.59,2.59,23.31
338,47,104,2.49,2.64,2.59,3.49,89.86
339,47,104,3.49,3.49,3.49,3.49,146.58
340,47,104,2.99,2.76,2.59,3.49,157.53
341,47,105,2.99,2.99,2.99,2.99,1160.12
342,47,104,2.49,2.59,2.59,2.59,150.22
343,47,104,3.69,3.69,3.69,3.69,99.63
344,47,97,13.9,8.44,2.99,13.9,33.78
345,47,104,3.49,3.49,3.49,3.49,164.03
346,47,100,2.19,2.19,2.19,2.19,15.33
347,47,100,2.19,2.19,2.19,2.19,63.51
348,47,100,2.19,2.19,2.19,2.19,81.03
349,47,100,2.19,2.19,2.19,2.19,26.28
350,47,100,2.19,2.19,2.19,2.19,13.14
351,47,104,3.49,3.49,3.49,3.49,52.35
352,47,104,3.49,3.49,3.49,3.49,52.35
353,47,104,3.49,3.49,3.49,3.49,502.56
354,47,101,5.99,5.64,4.89,5.99,637.47
355,47,103,4.59,4.6,4.59,4.98,741.33
356,47,103,4.59,4.59,4.59,4.59,183.6
357,47,103,4.59,4.59,4.59,4.59,247.86
358,47,106,3.29,3.29,3.29,3.29,75.67
359,47,104,2.79,2.86,2.59,3.69,34.38
360,47,97,8.99,8.99,8.99,8.99,278.69
361,47,107,5.99,5.99,5.99,5.99,149.75
362,47,107,10.9,10.9,10.9,10.9,21.8
363,47,108,19.9,19.9,19.9,19.9,577.1
364,47,102,6.29,6.29,6.29,6.29,106.93
365,47,102,6.29,6.29,6.29,6.29,327.08
366,47,109,14.9,14.9,14.9,14.9,193.7
367,47,109,7.9,6.3,5.59,8.9,88.19
368,47,110,6.99,6.86,5.99,6.99,54.92
369,47,111,12.9,12.9,12.9,12.9,451.5
370,47,111,6.99,6.99,6.99,6.99,363.48
371,47,112,7.99,9.9,9.9,9.9,89.1
372,47,113,5.29,5.52,5.29,5.99,33.14
373,47,113,5.29,5.09,3.99,5.99,15.27
374,47,113,5.29,4.94,3.89,5.99,64.17
375,47,113,5.29,5.29,5.29,5.29,5.29
376,47,114,11.9,11.9,11.9,11.9,963.9
377,47,113,9.9,9.9,9.9,9.9,128.7
378,47,113,9.49,9.6,9.49,10.39,76.82
379,38,115,5.99,5.99,5.99,5.99,71.88
380,47,113,9.49,9.49,9.49,9.49,56.94
381,38,115,5.99,6.03,5.99,6.29,385.97
382,47,113,9.49,10.09,9.49,10.39,30.27
383,47,113,6.99,6.99,6.99,6.99,27.96
384,47,113,5.49,5.99,5.99,5.99,5.99
385,47,116,8.98,10.9,10.9,10.9,2408.9
386,47,117,8.39,7.86,6.99,8.39,566.18
387,47,116,7.99,7.47,5.99,7.99,343.54
388,47,117,4.99,4.33,2.99,4.99,268.38
389,47,117,4.99,4.49,3.99,4.99,296.34
390,47,118,8.59,7.71,6.39,9.45,5211.4
391,47,116,8.98,10.9,10.9,10.9,719.4
392,47,119,11.49,10.04,8.59,12.99,6651.63
393,47,119,11.49,10.37,8.59,12.99,1846.2
394,47,119,6.99,6.99,6.99,6.99,223.68
395,47,113,9.9,10.9,10.9,10.9,87.2
396,47,120,3.29,3.29,3.29,3.29,72.38
397,47,113,4.99,4.81,3.99,4.99,254.77
398,47,94,15.9,15.9,15.9,15.9,174.9
399,47,94,15.9,15.9,15.9,15.9,206.7
400,47,99,7.99,7.75,6.98,7.99,364.42
401,47,119,9.9,9.4,8.9,9.9,75.2
402,47,119,4.59,4.59,4.59,4.59,91.8
403,47,116,4.49,4.49,4.49,4.49,112.25
404,47,94,4.49,4.49,4.49,4.49,179.6
405,47,121,5.99,5.99,5.99,5.99,137.77
406,38,122,3.99,3.99,3.99,3.99,11.97
407,38,119,5.99,4.02,2.99,4.99,2285.01
408,47,123,9.9,9.9,9.9,9.9,326.7
409,38,119,4.49,4.29,3.39,4.59,737.86
410,47,120,4.99,4.99,4.99,4.99,104.79
411,38,119,10.9,10.9,10.9,10.9,119.9
412,47,114,10.9,10.9,10.9,10.9,130.8
413,47,114,9.9,9.4,7.9,9.9,150.4
414,47,114,13.9,14.2,13.9,14.99,312.34
415,47,124,6.29,6.29,6.29,6.29,6.29
416,47,97,3.29,3.29,3.29,3.29,95.41
417,47,97,3.29,3.29,3.29,3.29,115.15
418,47,125,9.9,9.9,9.9,9.9,39.6
419,47,97,3.99,3.99,3.99,3.99,135.66
420,47,97,3.99,3.99,3.99,3.99,7.98
421,47,97,3.59,3.59,3.59,3.59,53.85
422,47,126,3.99,3.7,3.39,3.99,336.68
423,47,97,8.99,8.99,8.99,8.99,206.77
424,47,97,8.99,7.24,1.99,8.99,28.96
425,47,126,9.99,8.81,7.99,9.99,387.56
426,47,97,5.99,5.99,5.99,5.99,239.6
427,47,127,10.9,10.9,10.9,10.9,152.6
428,47,94,12.9,10.64,4.99,12.9,74.48
429,47,128,2.69,2.69,2.69,2.69,196.37
430,47,128,5.59,5.31,4.99,5.59,238.95
431,47,131,4.49,4.49,4.49,4.49,386.14
432,47,94,13.99,13.52,9.99,13.99,4640.5
433,47,131,5.99,5.72,4.99,5.99,125.78
434,47,134,24.9,24.9,24.9,24.9,99.6
435,47,134,21.9,18.74,15.59,21.9,74.98
436,47,135,23.9,23.9,23.9,23.9,71.7
437,38,132,1.96,1.96,1.96,1.96,9.8
438,47,134,19.9,19.9,19.9,19.9,238.8
439,38,132,4.7,4.7,4.7,4.7,14.1
440,47,137,6.99,6.81,5.69,6.99,994.24
441,47,139,5.99,5.26,4.39,5.99,179.01
442,38,132,5.54,5.54,5.54,5.54,16.62
443,47,140,10.9,10.32,7.99,10.9,103.18
444,38,132,4.62,4.62,4.62,4.62,36.96
445,47,142,2.9,3.31,2.9,3.89,109.13
446,47,113,9.49,9.98,9.49,10.39,109.79
447,38,132,11.98,11.98,11.98,11.98,23.96
448,47,105,4.99,6.52,6.49,6.59,1310.49
449,38,132,3.96,3.96,3.96,3.96,15.84
450,47,102,5.19,5.3,5.29,5.59,365.61
451,38,132,5.88,5.88,5.88,5.88,11.76
452,38,132,4.94,4.94,4.94,4.94,4.94
453,38,132,9.36,9.36,9.36,9.36,46.8
454,47,143,3.19,2.23,1.99,3.19,1873.93
455,47,94,4.69,4.25,0.99,4.69,527.06
456,47,131,5.99,5.99,5.99,5.99,299.5
457,47,128,4.69,4.69,4.69,4.69,46.9
458,47,94,6.99,6.96,4.99,7.69,1071.22
459,47,94,14.9,17.9,17.9,17.9,322.2
460,47,144,7.9,7.9,7.9,7.9,23.7
461,47,97,3.69,3.69,3.69,3.69,121.77
463,38,132,5.54,5.54,5.54,5.54,5.54
464,47,127,3.49,3.5,3.49,3.99,1675.07
465,47,144,8.99,8.99,8.99,8.99,62.93
466,47,144,1.59,1.62,1.49,1.99,613.01
467,47,130,9.9,4.41,3.75,9.9,123.45
468,47,130,12.9,4.53,4.2,12.9,235.8
469,47,145,10.9,10.9,10.9,10.9,337.9
470,38,132,1.34,1.34,1.34,1.34,1.34
471,38,60,1.69,1.69,1.69,1.69,190.97
472,38,115,3.89,3.9,3.89,3.99,354.89
473,38,146,3.99,3.99,3.99,3.99,51.87
474,38,132,4.8,4.8,4.8,4.8,4.8
475,46,148,15.9,15.9,15.9,15.9,95.4
476,46,149,3.79,5.89,5.89,5.89,17.67
477,46,149,3.79,4.98,3.99,5.89,99.6
478,46,149,3.79,4.74,3.99,5.89,445.46
479,46,149,9.9,9.9,9.9,9.9,49.5
480,46,150,2.99,3.79,3.79,3.79,181.92
481,46,150,3.99,4.59,4.59,4.59,41.31
482,46,151,7.99,7.99,7.99,7.99,79.9
483,46,151,7.99,8.05,7.99,8.49,64.42
484,46,151,7.99,8.11,7.99,8.49,64.92
485,46,151,7.99,8.09,7.99,8.49,121.35
486,46,151,10.9,10.9,10.9,10.9,87.2
487,46,151,10.9,10.43,10.19,10.9,125.12
488,46,152,10.9,10.9,10.9,10.9,207.1
489,46,152,10.9,10.9,10.9,10.9,87.2
490,46,153,5.69,4.25,3.89,5.9,101.97
491,46,152,10.9,10.9,10.9,10.9,174.4
492,46,153,5.69,4.57,3.89,5.9,146.32
493,46,153,5.69,4.54,3.89,5.69,68.15
494,46,154,1.79,1.82,1.69,1.99,1341.19
495,46,153,5.69,3.89,3.89,3.89,23.34
496,46,154,1.79,1.84,1.69,1.99,356.76
497,46,154,1.79,1.83,1.69,1.99,1049.47
498,46,154,1.79,1.83,1.79,1.99,604.1
499,46,154,1.79,1.84,1.79,1.99,376.95
500,46,155,10.9,10.38,8.99,10.9,114.17
501,46,157,8.99,8.99,8.99,8.99,53.94
502,46,157,9.6,11.99,11.99,11.99,215.82
503,46,158,4.99,4.99,4.99,4.99,339.32
504,46,156,15.99,15.99,15.99,15.99,63.96
505,46,157,9.6,11.99,11.99,11.99,47.96
506,46,159,5.99,6.0,5.99,6.19,1534.82
507,46,158,2.59,2.61,2.59,2.99,1088.95
508,46,160,13.99,13.99,13.99,13.99,279.8
509,46,151,11.9,11.9,11.9,11.9,95.2
510,46,156,10.9,10.9,10.9,10.9,76.3
511,46,151,11.9,11.15,8.9,11.9,44.6
512,46,162,1.99,1.92,1.69,2.19,405.79
513,46,162,1.99,1.93,1.69,1.99,387.59
514,46,162,1.99,1.92,1.69,1.99,393.45
515,46,162,1.99,1.92,1.69,1.99,1348.79
516,46,162,1.99,1.93,1.69,1.99,908.79
517,46,163,5.69,5.5,4.49,5.69,643.93
518,46,163,5.69,5.56,4.49,5.99,1355.94
519,46,163,5.69,5.43,4.49,5.99,547.99
520,46,163,5.69,5.58,4.49,5.99,463.42
521,46,164,18.9,19.7,18.9,19.9,197.0
522,46,151,10.9,10.9,10.9,10.9,10.9
523,46,151,10.9,10.9,10.9,10.9,54.5
524,46,165,17.9,17.9,17.9,17.9,17.9
525,46,167,42.9,42.9,42.9,42.9,128.7
526,46,166,12.9,12.62,9.9,12.9,403.8
527,46,167,9.9,9.9,9.9,9.9,29.7
528,46,154,5.99,5.99,5.99,5.99,5.99
529,46,150,7.99,7.99,7.99,7.99,15.98
530,46,150,4.99,4.99,4.99,4.99,64.87
531,46,150,4.99,4.99,4.99,4.99,14.97
532,46,150,2.99,2.99,2.99,2.99,14.95
533,46,168,3.69,3.69,3.69,3.69,177.12
