user_id,R,F,M,RFMS,R1,F1,M1,RFM1,R2,F2,M2,RFMS2,R3,F3,M3,RFMS3,R4,F4,M4,RFM4
66,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
67,1,5,4,154,3,5,5,355,1,4,4,144,1,5,4,154,1,1,1,111
68,1,5,5,155,2,5,5,255,2,5,5,255,1,3,4,134,1,1,1,111
69,3,4,5,345,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
70,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
71,3,4,5,345,2,4,4,244,1,5,5,155,3,5,5,355,2,4,5,245
72,1,1,1,111,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
73,1,5,5,155,2,5,5,255,1,5,5,155,1,5,4,154,1,1,1,111
74,3,5,5,355,2,5,4,254,2,5,5,255,1,4,5,145,2,2,3,223
75,1,4,4,144,2,4,4,244,1,5,5,155,1,3,3,133,1,1,1,111
76,5,5,4,554,2,5,4,254,1,5,5,155,1,5,4,154,3,5,3,353
77,2,3,3,233,1,4,4,144,1,1,1,111,2,3,4,234,1,1,1,111
78,1,3,4,134,1,4,5,145,1,1,1,111,1,3,4,134,1,2,4,124
79,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
80,2,5,5,255,3,5,5,355,2,5,5,255,2,5,5,255,1,1,1,111
81,4,5,4,454,2,5,5,255,1,5,5,155,1,1,1,111,2,4,4,244
82,2,5,4,254,2,5,4,254,2,5,5,255,1,5,4,154,1,1,1,111
83,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
84,2,4,4,244,2,5,5,255,1,1,1,111,3,4,4,344,1,2,4,124
85,1,4,3,143,2,4,4,244,1,5,5,155,1,3,3,133,1,2,2,122
86,1,2,2,122,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
87,3,3,3,333,1,4,4,144,1,4,5,145,1,1,1,111,1,1,1,111
88,5,5,5,555,1,5,5,155,2,5,5,255,1,1,1,111,1,1,1,111
89,1,2,2,122,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
90,1,1,1,111,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
91,2,5,5,255,2,5,5,255,1,4,5,145,2,4,4,244,1,1,1,111
92,5,5,5,555,2,5,5,255,2,5,5,255,3,5,5,355,4,5,5,455
93,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
94,2,5,4,254,2,5,5,255,1,5,5,155,2,5,3,253,1,1,1,111
95,3,5,5,355,2,5,5,255,2,5,5,255,2,5,5,255,2,4,5,245
96,2,4,4,244,1,4,4,144,1,5,5,155,1,4,4,144,1,1,1,111
97,5,5,5,555,2,5,5,255,2,5,5,255,1,5,5,155,3,2,3,323
98,2,1,1,211,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
99,3,5,5,355,3,5,5,355,1,5,5,155,1,5,5,155,2,2,3,223
100,2,5,5,255,2,5,5,255,1,4,5,145,2,4,4,244,1,1,1,111
101,2,5,5,255,2,5,5,255,1,5,5,155,1,3,3,133,1,1,1,111
102,1,5,4,154,2,5,5,255,2,5,5,255,1,5,4,154,1,1,1,111
103,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
104,1,5,5,155,1,5,5,155,1,5,5,155,1,4,5,145,1,2,4,124
105,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,2,2,122
106,4,5,5,455,2,5,5,255,1,5,5,155,1,5,5,155,2,2,4,224
107,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
108,1,3,3,133,1,4,4,144,1,5,5,155,1,4,4,144,1,1,1,111
109,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,2,2,122
110,5,5,5,555,2,5,5,255,2,5,5,255,3,5,5,355,3,5,5,355
111,2,5,5,255,2,5,4,254,1,5,5,155,1,5,5,155,1,1,1,111
112,1,4,4,144,1,4,5,145,1,1,1,111,1,3,4,134,1,1,1,111
113,2,5,5,255,2,5,5,255,2,5,5,255,1,4,4,144,1,4,4,144
114,2,5,5,255,2,5,5,255,2,5,5,255,1,4,3,143,1,1,1,111
115,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
116,2,5,5,255,1,5,5,155,1,5,5,155,1,5,5,155,1,1,1,111
117,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
118,1,5,5,155,3,5,5,355,2,5,5,255,1,5,5,155,1,4,4,144
119,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
120,2,4,4,244,2,4,5,245,1,4,4,144,1,4,3,143,1,1,1,111
121,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
122,3,3,3,333,1,4,4,144,1,4,4,144,1,1,1,111,1,1,1,111
123,3,5,5,355,3,5,5,355,2,5,5,255,2,5,5,255,2,5,4,254
124,3,5,5,355,1,5,5,155,2,5,5,255,1,4,5,145,2,2,4,224
125,2,1,1,211,1,3,4,134,1,1,1,111,1,1,1,111,1,1,1,111
126,1,4,4,144,2,5,4,254,1,1,1,111,1,3,3,133,1,1,1,111
127,4,5,4,454,1,5,5,155,1,1,1,111,1,1,1,111,1,1,1,111
128,1,5,5,155,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
129,3,5,5,355,1,4,5,145,2,5,5,255,1,5,5,155,2,2,2,222
130,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
131,1,5,5,155,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
132,1,4,5,145,1,5,5,155,1,4,5,145,1,4,4,144,1,1,1,111
133,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
134,1,5,5,155,1,5,5,155,1,5,5,155,1,5,5,155,1,1,1,111
135,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
136,2,5,5,255,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
137,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
138,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
139,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
140,4,5,5,455,1,4,5,145,1,5,5,155,2,5,5,255,2,5,5,255
141,1,5,4,154,2,4,4,244,1,5,5,155,1,5,5,155,1,1,1,111
142,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,2,4,124
143,4,5,5,455,2,5,5,255,1,1,1,111,1,1,1,111,1,1,1,111
144,3,4,5,345,1,4,5,145,1,4,4,144,2,4,5,245,2,4,4,244
145,2,5,4,254,1,5,5,155,1,4,4,144,1,5,4,154,1,1,1,111
146,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
147,1,2,3,123,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
148,5,5,5,555,3,5,5,355,2,5,5,255,1,5,5,155,4,2,3,423
149,2,5,4,254,2,5,4,254,2,5,5,255,2,4,4,244,1,1,1,111
150,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
151,1,5,5,155,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
152,2,5,4,254,2,5,4,254,2,5,5,255,2,5,5,255,1,1,1,111
153,5,1,2,512,1,1,1,111,1,1,1,111,1,1,1,111,4,2,4,424
154,4,5,5,455,2,5,5,255,1,1,1,111,2,5,4,254,3,5,5,355
155,5,5,5,555,3,5,5,355,1,5,5,155,3,5,5,355,4,5,5,455
156,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
157,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
158,2,5,5,255,3,5,5,355,1,4,4,144,1,5,5,155,1,1,1,111
159,2,5,4,254,2,5,5,255,1,1,1,111,1,3,4,134,1,1,1,111
160,2,5,5,255,3,5,5,355,1,4,4,144,1,5,4,154,1,1,1,111
161,2,5,5,255,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
162,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
163,4,4,3,443,2,5,4,254,1,4,4,144,1,3,3,133,2,2,2,222
164,5,5,4,554,1,4,4,144,1,4,4,144,2,5,4,254,3,4,4,344
165,5,5,5,555,3,5,5,355,1,1,1,111,1,1,1,111,1,1,1,111
166,5,5,5,555,3,5,5,355,2,5,5,255,3,5,5,355,4,5,5,455
167,2,1,1,211,1,3,4,134,1,1,1,111,1,1,1,111,1,1,1,111
168,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
169,4,4,4,444,1,1,1,111,2,5,5,255,1,3,4,134,3,4,5,345
170,1,4,3,143,2,4,4,244,1,1,1,111,1,3,3,133,1,1,1,111
171,1,5,5,155,1,4,4,144,1,5,5,155,1,5,5,155,1,1,1,111
172,3,5,5,355,3,5,5,355,2,5,5,255,2,5,5,255,2,4,4,244
173,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
174,2,5,5,255,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
175,2,5,5,255,1,5,5,155,1,5,5,155,1,5,4,154,1,1,1,111
176,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
177,2,5,4,254,2,5,5,255,1,5,4,154,1,5,5,155,1,1,1,111
178,2,2,1,221,1,1,1,111,1,1,1,111,2,4,3,243,1,1,1,111
179,3,5,5,355,1,4,5,145,2,5,5,255,2,5,5,255,2,4,5,245
180,2,3,2,232,1,1,1,111,1,4,4,144,2,4,4,244,1,1,1,111
181,2,4,4,244,3,5,5,355,1,1,1,111,1,3,4,134,1,1,1,111
182,1,2,2,122,1,1,1,111,1,4,4,144,1,3,3,133,1,1,1,111
183,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
184,3,5,5,355,3,5,5,355,2,5,5,255,2,5,5,255,2,4,4,244
185,4,5,5,455,2,5,5,255,1,4,4,144,1,1,1,111,1,1,1,111
186,5,5,5,555,2,5,5,255,1,5,5,155,3,5,5,355,4,5,5,455
187,2,1,1,211,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
188,1,5,4,154,2,5,5,255,1,4,4,144,1,3,3,133,1,1,1,111
189,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,4,4,144
190,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
191,1,5,5,155,2,5,5,255,1,5,5,155,1,5,5,155,1,2,3,123
192,3,4,5,345,2,5,5,255,1,4,5,145,2,3,3,233,1,1,1,111
193,4,5,5,455,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
194,5,5,5,555,3,5,5,355,1,5,5,155,3,5,5,355,1,1,1,111
195,1,4,5,145,1,5,5,155,1,5,5,155,1,3,4,134,1,2,4,124
196,2,5,5,255,2,5,5,255,1,4,5,145,1,5,5,155,1,4,4,144
197,3,1,1,311,1,1,1,111,1,1,1,111,2,3,3,233,1,1,1,111
198,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
199,5,5,5,555,3,5,5,355,1,4,4,144,2,4,4,244,3,4,4,344
200,5,4,4,544,1,1,1,111,1,1,1,111,2,5,4,254,4,5,5,455
201,2,5,4,254,2,5,5,255,1,5,4,154,1,3,3,133,1,1,1,111
202,1,1,2,112,1,1,1,111,1,1,1,111,1,3,4,134,1,1,1,111
203,1,4,4,144,2,4,4,244,2,5,5,255,1,3,4,134,1,1,1,111
204,1,3,2,132,1,1,1,111,1,4,4,144,1,4,4,144,1,1,1,111
205,3,5,5,355,3,5,5,355,2,5,5,255,2,5,5,255,1,1,1,111
206,2,5,5,255,2,5,5,255,1,4,4,144,1,5,5,155,1,1,1,111
207,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
208,2,5,5,255,3,4,4,344,1,5,5,155,2,5,5,255,1,1,1,111
209,5,5,5,555,2,5,5,255,1,5,5,155,3,5,5,355,3,4,5,345
210,5,5,5,555,3,4,4,344,1,5,5,155,2,5,5,255,4,5,4,454
211,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
212,2,4,5,245,1,4,5,145,1,4,5,145,1,4,5,145,1,1,1,111
213,2,2,4,224,1,1,1,111,1,1,1,111,1,3,5,135,1,2,4,124
214,2,5,5,255,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
215,1,4,5,145,2,5,5,255,1,4,5,145,1,3,5,135,1,1,1,111
216,2,3,4,234,3,4,4,344,2,5,5,255,1,4,5,145,1,1,1,111
217,2,5,4,254,2,5,5,255,1,1,1,111,2,5,4,254,1,1,1,111
218,5,3,4,534,3,4,5,345,1,1,1,111,1,1,1,111,1,1,1,111
219,3,5,4,354,2,5,5,255,1,1,1,111,2,3,3,233,2,4,3,243
220,1,5,5,155,2,5,5,255,1,5,5,155,1,4,5,145,1,1,1,111
221,2,1,1,211,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
222,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
223,5,5,5,555,2,5,5,255,2,5,5,255,3,5,5,355,4,5,5,455
224,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
225,2,4,4,244,1,5,4,154,1,5,5,155,1,4,4,144,1,1,1,111
226,4,5,5,455,2,5,5,255,1,5,4,154,1,5,5,155,3,2,4,324
227,1,5,5,155,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
228,5,3,3,533,2,4,4,244,1,1,1,111,1,1,1,111,1,1,1,111
229,1,4,5,145,1,4,5,145,1,5,5,155,1,3,5,135,1,1,1,111
230,1,5,5,155,2,5,4,254,1,5,4,154,1,5,5,155,1,1,1,111
231,3,5,5,355,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
232,2,5,5,255,3,5,5,355,2,5,5,255,2,5,5,255,1,1,1,111
233,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
234,4,5,5,455,3,5,5,355,1,5,4,154,3,5,5,355,3,5,5,355
235,2,4,4,244,1,4,5,145,1,1,1,111,2,3,5,235,1,1,1,111
236,2,4,5,245,1,4,5,145,1,4,4,144,1,5,5,155,1,1,1,111
237,5,5,5,555,3,5,5,355,1,1,1,111,1,1,1,111,1,1,1,111
238,3,4,4,344,1,4,5,145,1,5,5,155,1,1,1,111,1,1,1,111
239,1,4,2,142,1,4,4,144,1,4,4,144,1,3,3,133,1,1,1,111
240,5,5,5,555,2,5,5,255,1,1,1,111,1,1,1,111,1,1,1,111
241,2,5,5,255,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
242,5,5,5,555,3,5,5,355,2,5,5,255,2,5,5,255,4,4,4,444
243,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
244,1,5,5,155,2,5,5,255,1,5,5,155,1,3,5,135,1,1,1,111
245,1,4,4,144,3,5,5,355,1,1,1,111,1,1,1,111,1,2,3,123
246,1,5,4,154,2,5,5,255,1,5,4,154,1,3,3,133,1,1,1,111
247,2,5,5,255,3,5,5,355,2,5,5,255,1,3,3,133,1,1,1,111
248,2,4,4,244,1,4,5,145,1,1,1,111,1,4,5,145,1,1,1,111
249,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
250,5,5,5,555,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
251,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
252,2,5,5,255,2,5,5,255,1,5,4,154,2,4,3,243,1,1,1,111
253,1,3,3,133,1,4,4,144,1,4,4,144,1,3,4,134,1,1,1,111
254,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
255,2,5,4,254,2,5,4,254,1,5,5,155,1,3,4,134,1,1,1,111
256,1,5,4,154,2,5,5,255,1,5,5,155,1,3,3,133,1,1,1,111
257,3,4,4,344,2,4,4,244,1,1,1,111,2,5,5,255,1,1,1,111
258,5,4,4,544,1,4,4,144,1,5,5,155,1,3,3,133,3,4,3,343
259,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
260,1,3,3,133,1,4,4,144,1,4,5,145,1,3,4,134,1,1,1,111
261,2,5,5,255,2,5,4,254,2,5,5,255,1,5,5,155,1,1,1,111
262,4,4,4,444,2,5,4,254,1,5,5,155,1,1,1,111,1,1,1,111
263,2,5,5,255,2,5,5,255,2,4,4,244,2,5,5,255,1,1,1,111
264,1,2,3,123,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
265,1,5,5,155,3,5,5,355,2,5,5,255,1,5,5,155,1,2,2,122
266,2,4,4,244,3,5,4,354,1,4,5,145,2,5,5,255,1,1,1,111
267,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
268,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
269,3,5,4,354,1,4,4,144,1,5,5,155,1,5,5,155,2,4,4,244
270,1,4,4,144,2,5,5,255,1,5,4,154,1,4,4,144,1,1,1,111
271,2,3,4,234,3,4,5,345,1,1,1,111,1,3,3,133,1,1,1,111
272,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
273,2,3,3,233,1,1,1,111,1,5,5,155,1,3,3,133,1,1,1,111
274,2,1,2,212,1,1,1,111,1,1,1,111,1,3,4,134,1,1,1,111
275,2,4,4,244,1,5,5,155,1,4,5,145,1,3,4,134,1,1,1,111
276,4,5,5,455,2,5,5,255,1,5,4,154,1,5,5,155,2,2,3,223
277,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
278,2,5,4,254,1,4,4,144,1,5,5,155,1,5,5,155,1,1,1,111
279,1,5,5,155,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
280,4,5,5,455,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
281,1,3,5,135,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
282,2,2,3,223,1,1,1,111,1,1,1,111,1,4,5,145,1,1,1,111
283,2,5,5,255,3,5,5,355,2,5,5,255,2,5,4,254,1,1,1,111
284,4,5,5,455,2,5,5,255,2,5,5,255,2,5,5,255,2,2,3,223
285,2,5,5,255,3,5,5,355,1,4,4,144,1,5,5,155,1,1,1,111
286,2,5,4,254,2,5,4,254,1,5,5,155,1,4,4,144,1,1,1,111
287,5,5,5,555,2,5,5,255,2,5,5,255,3,5,5,355,3,5,5,355
288,2,5,5,255,2,5,5,255,1,4,4,144,1,4,4,144,1,1,1,111
289,2,5,5,255,1,5,5,155,2,5,5,255,1,5,5,155,1,1,1,111
290,2,5,5,255,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
291,4,3,3,433,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
292,5,5,5,555,1,5,5,155,1,5,5,155,3,4,4,344,3,5,5,355
293,4,5,5,455,2,5,5,255,1,5,4,154,1,5,5,155,3,2,2,322
294,3,5,5,355,2,5,5,255,1,5,5,155,1,5,4,154,2,2,2,222
295,2,5,5,255,2,5,5,255,1,4,4,144,2,3,3,233,1,1,1,111
296,1,5,5,155,2,5,5,255,1,1,1,111,1,3,4,134,1,2,4,124
297,2,5,5,255,2,5,5,255,1,5,5,155,1,3,4,134,1,1,1,111
298,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
299,5,5,5,555,2,5,5,255,1,5,4,154,3,5,5,355,3,4,3,343
300,2,4,5,245,2,4,5,245,1,5,5,155,1,5,5,155,1,1,1,111
301,5,5,5,555,2,5,5,255,1,5,5,155,3,5,5,355,3,5,5,355
302,4,4,5,445,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
303,2,5,4,254,2,5,4,254,2,5,5,255,1,4,4,144,1,1,1,111
304,2,5,4,254,2,5,4,254,1,5,5,155,1,4,3,143,1,1,1,111
305,1,5,5,155,2,5,5,255,1,4,4,144,1,4,4,144,1,1,1,111
306,3,3,3,333,2,4,4,244,1,4,4,144,1,1,1,111,1,1,1,111
307,2,5,5,255,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
308,3,3,2,332,1,4,4,144,1,4,5,145,1,1,1,111,1,1,1,111
309,1,3,2,132,1,4,4,144,1,4,4,144,1,3,3,133,1,1,1,111
310,2,5,5,255,2,5,5,255,2,5,5,255,2,4,3,243,1,1,1,111
311,2,5,5,255,2,5,5,255,2,5,4,254,1,4,4,144,1,1,1,111
312,3,5,5,355,3,5,5,355,1,5,5,155,1,1,1,111,1,1,1,111
313,2,5,5,255,3,5,5,355,2,5,5,255,3,5,5,355,1,2,3,123
314,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
315,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
316,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,2,3,123
317,2,4,3,243,2,4,4,244,1,1,1,111,1,4,4,144,1,1,1,111
318,1,5,5,155,2,5,5,255,1,1,1,111,1,3,4,134,1,1,1,111
319,2,5,5,255,1,5,5,155,2,5,5,255,1,5,5,155,1,1,1,111
320,2,5,5,255,3,5,5,355,2,5,5,255,2,5,5,255,1,2,3,123
321,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
322,2,5,4,254,2,5,5,255,2,5,5,255,2,5,4,254,1,1,1,111
323,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
324,3,4,4,344,1,4,4,144,1,5,5,155,1,1,1,111,1,1,1,111
325,2,5,4,254,1,5,5,155,2,5,5,255,1,3,3,133,1,1,1,111
326,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
327,1,3,4,134,1,4,4,144,1,1,1,111,1,3,4,134,1,1,1,111
328,1,5,5,155,3,5,5,355,1,5,5,155,1,3,3,133,1,1,1,111
